Zulassungsnr,Wirkungsbereich,Wirkstoff_Main,Gehalt_Main,Einhalt_Main,Wirkstoff_Compound,Gehalt_Compound,Einhalt_Compound,Organismus_Bakteria
008089-00,Herbizid,Aminopyralid,5.3,g/l,Triisopropanolammonium,10.2,g/l,0
008147-00,Herbizid,Cloquintocet,5.35,g/l,Mexyl 1-Methyl-hexylester,7.5,g/l,0
008147-00,Herbizid,Halauxifen-methyl,7.81,g/l,,,,0
008831-00,Herbizid,,,,Mexyl 1-Methyl-hexylester,5.58,g/l,0
008831-00,Herbizid,Florasulam,5,g/l,,,,0
008831-00,Herbizid,Halauxifen-methyl,6.25,g/l,,,,0
00A685-00,Herbizid,Dicamba,510.42,g/kg,Natrium-Salz,561.48,g/kg,0
00A685-00,Herbizid,Rimsulfuron,31.25,g/kg,,,,0
00A685-00,Herbizid,Nicosulfuron,62.475,g/kg,,,,0
00A685-00,Herbizid,Isoxadifen,28.28,g/kg,Ethylester,31.25,g/kg,0
006898-00,Wachstumsregler,Gibberelline (GA4/GA7),10,g/l,,,,0
005879-00,Wachstumsregler,Gibberellinsäure,100,g/kg,,,,0
008418-00,Wachstumsregler,Gibberellinsäure,100,g/kg,,,,0
00B237-60,Insektizid,Tefluthrin,200,g/l,,,,0
007851-60,Rodentizid,Zinkphosphid,25,g/kg,,,,0
025287-62,Fungizid,Prothioconazol,250,g/l,,,,0
00A782-00,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,488,g/l,0
006166-00,Wachstumsregler,6-Benzyladenin,100,g/l,,,,0
025090-61,Fungizid,Azoxystrobin,250,g/l,,,,0
008990-00,Fungizid,Azoxystrobin,250,g/l,,,,0
008309-60,Herbizid,Metamitron,571,g/l,,,,0
008309-60,Herbizid,Quinmerac,71,g/l,,,,0
00A190-00,Herbizid,Metamitron,700,g/l,,,,0
008500-00,Insektizid,Bacillus thuringiensis subsp. israelensis (Serotyp H-14) AM65-52 5.600.000.000.000cfu/l,123,g/l,,,,1
008419-00,Wachstumsregler,Gibberellinsäure,41.3,g/l,,,,0
006470-00,Herbizid,Metamitron,700,g/l,,,,0
025037-00,Herbizid,Ethofumesat,150,g/l,,,,0
025037-00,Herbizid,Metamitron,350,g/l,,,,0
007529-00,Herbizid,Metamitron,525,g/l,,,,0
007529-00,Herbizid,Quinmerac,40,g/l,,,,0
034060-60,Herbizid,Quizalofop-P,46.3,g/l,Ethylester,50,g/l,0
034060-62,Herbizid,Quizalofop-P,46.3,g/l,Ethylester,50,g/l,0
008402-00,Insektizid,Piperonylbutoxid,213,g/l,,,,0
008402-00,Insektizid,Deltamethrin,25,g/l,,,,0
00A603-00,Fungizid,Tebuconazol,125,g/l,,,,0
00A603-00,Fungizid,Prothioconazol,125,g/l,,,,0
008386-60,Herbizid,Quizalofop-P-ethyl,108,g/l,,,,0
008664-00,Wachstumsregler,Ethephon,480,g/l,,,,0
007957-61,Fungizid,Cymoxanil,200,g/l,,,,0
007957-61,Fungizid,Fluazinam,300,g/l,,,,0
028470-60,Fungizid,Pythium oligandrum M1 1.000.000.000Sporen je kg,100,g/kg,,,,0
00B050-00,Herbizid,Dicamba,0.468,g/kg,Kalium-Salz,0.549,g/kg,0
00B050-00,Herbizid,Eisen-II-sulfat,163,g/kg,,,,0
00B050-00,Herbizid,Mecoprop-P,3.75,g/kg,,,,0
060122-99,Herbizid,"2,4-D",8,g/kg,,,,0
060122-99,Herbizid,Dicamba,1.2,g/kg,,,,0
060122-83,Herbizid,"2,4-D",8,g/kg,,,,0
060122-83,Herbizid,Dicamba,1.2,g/kg,,,,0
00A678-00,Fungizid,Difenoconazol,250,g/l,,,,0
028972-00,Fungizid,Kupferoxychlorid,229.79,g/l,,,,0
028972-00,Fungizid,Kupferhydroxid,208.26,g/l,,,,0
006220-60,Herbizid,Propyzamid,400,g/l,,,,0
035671-00,Herbizid,Metsulfuron,192.64,g/kg,Methylester,200,g/kg,0
060122-77,Herbizid,"2,4-D",8,g/kg,,,,0
060122-77,Herbizid,Dicamba,1.2,g/kg,,,,0
00B198-60,Molluskizid,Metaldehyd,30,g/kg,,,,0
060122-82,Herbizid,"2,4-D",8,g/kg,,,,0
060122-82,Herbizid,Dicamba,1.2,g/kg,,,,0
060122-94,Herbizid,"2,4-D",8,g/kg,,,,0
060122-94,Herbizid,Dicamba,1.2,g/kg,,,,0
00A555-00,Herbizid,MCPA,300,g/l,Kalium-Salz,357,g/l,0
00A555-00,Herbizid,Dicamba,40,g/l,Natrium-Salz,44,g/l,0
008675-00,Herbizid,MCPA,200,g/l,Kalium-Salz,231.83,g/l,0
008675-00,Herbizid,Clopyralid,20,g/l,Monoethanolamin-Salz,25.08,g/l,0
008675-00,Herbizid,Fluroxypyr,40,g/l,1-Methyl-heptylester,54.72,g/l,0
007176-00,Herbizid,MCPA,500,g/l,Dimethylamin-Salz,612.41,g/l,0
028124-60,Herbizid,Mesotrione,100,g/l,,,,0
008422-62,Wachstumsregler,Ethephon,480,g/l,,,,0
00A579-00,Herbizid,Glyphosat,180,g/l,Isopropylamin-Salz,242.9,g/l,0
005950-00,Herbizid,Thifensulfuron,480.6,g/kg,Methylester,500,g/kg,0
00B168-00,Insektizid,Pyriproxyfen,100,g/l,,,,0
008989-00,Fungizid,Schwefel,700,g/l,,,,0
007519-00,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
007519-62,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
00A497-61,Fungizid,Prothioconazol,250,g/l,,,,0
024780-67,Insektizid,Pyrethrine,4.59,g/l,,,,0
024780-67,Insektizid,Rapsöl,825.3,g/l,,,,0
008529-63,Herbizid,Pelargonsäure,500,g/l,,,,0
026488-00,Fungizid,Azoxystrobin,500,g/kg,,,,0
005878-00,Herbizid,Diflufenican,200,g/l,,,,0
005878-00,Herbizid,Flufenacet,400,g/l,,,,0
008249-00,Akarizid,Hexythiazox,250,g/l,,,,0
00A584-00,Fungizid,Azoxystrobin,250,g/l,,,,0
026865-61,Wachstumsregler,Maleinsäurehydrazid,600,g/kg,Kalium-Salz,804,g/kg,0
00A860-00,Wachstumsregler,Prohexadion,63.6,g/l,Calcium-Salz,75,g/l,0
025691-60,Insektizid,Flonicamid,500,g/kg,,,,0
034837-61,Herbizid,Flazasulfuron,250,g/kg,,,,0
00A814-00,Fungizid,Spiroxamine,300,g/l,,,,0
00A814-00,Fungizid,Prothioconazol,160,g/l,,,,0
024128-00,Herbizid,Amidosulfuron,750,g/kg,,,,0
024778-00,Herbizid,Amidosulfuron,125,g/kg,,,,0
024778-00,Herbizid,Iodosulfuron,11.6,g/kg,Methylester-Na,12.5,g/kg,0
034028-60,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
025662-63,Fungizid,Tebuconazol,125,g/l,,,,0
025662-63,Fungizid,Prothioconazol,125,g/l,,,,0
00A415-00,Herbizid,Diflufenican,500,g/l,,,,0
00A554-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
036209-00,Herbizid,Mefenpyr,288.6,g/l,Diethylester,300,g/l,0
036209-00,Herbizid,Iodosulfuron,93.1,g/l,Methylester-Na,100,g/l,0
027603-00,Herbizid,Mefenpyr,240.5,g/l,Diethylester,250,g/l,0
027603-00,Herbizid,Iodosulfuron,46.56,g/l,Methylester-Na,50,g/l,0
027603-00,Herbizid,Mesosulfuron,7.29,g/l,Methylester-Na,7.83,g/l,0
034028-63,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
025662-62,Fungizid,Tebuconazol,125,g/l,,,,0
025662-62,Fungizid,Prothioconazol,125,g/l,,,,0
00A482-00,Fungizid,Kupferhydroxid,767.9,g/kg,,,,0
008405-61,Fungizid,Benzovindiflupyr,100,g/l,,,,0
00B237-61,Insektizid,Tefluthrin,200,g/l,,,,0
008818-00,Herbizid,Nicosulfuron,40,g/l,,,,0
026979-00,"Fungizid, Wachstumsregler",Fluxapyroxad,62.5,g/l,,,,0
006275-62,Herbizid,Eisen-II-sulfat,238,g/kg,Monohydrat,266,g/kg,0
027821-65,Herbizid,"2,4-D",3.3,g/kg,Dimethylamin-Salz,3.97,g/kg,0
027821-65,Herbizid,Dicamba,1.6,g/kg,Dimethylamin-Salz,1.93,g/kg,0
00A552-00,Herbizid,Mefenpyr,95.5,g/kg,Diethylester,112.5,g/kg,0
00A552-00,Herbizid,Mesosulfuron,45,g/kg,Methylester-Na,47,g/kg,0
00A552-00,Herbizid,Thiencarbazone,15,g/kg,Methylester-Na,15.8,g/kg,0
025876-00,Fungizid,Propamocarb,523.8,g/l,Hydrochlorid,625,g/l,0
025876-00,Fungizid,Fluopicolide,62.5,g/l,,,,0
060122-85,Herbizid,"2,4-D",8,g/kg,,,,0
060122-85,Herbizid,Dicamba,1.2,g/kg,,,,0
007932-60,Herbizid,Metobromuron,500,g/l,,,,0
00A536-61,Fungizid,Prothioconazol,200,g/l,,,,0
00A536-61,Fungizid,Proquinazid,50,g/l,,,,0
028610-61,Herbizid,Amidosulfuron,50,g/kg,Natrium-Salz,53,g/kg,0
028610-61,Herbizid,Mefenpyr,86.58,g/kg,Diethylester,90,g/kg,0
028610-61,Herbizid,Iodosulfuron,9.312,g/kg,Methylester-Na,10,g/kg,0
028610-61,Herbizid,Mesosulfuron,29.16,g/kg,Methylester-Na,31.324,g/kg,0
007818-60,Herbizid,Bifenox,480,g/l,,,,0
007818-60,Herbizid,Florasulam,5,g/l,,,,0
024602-60,Herbizid,Metsulfuron,96.3,g/kg,Methylester,100,g/kg,0
024602-60,Herbizid,Carfentrazone,372.8,g/kg,Ethylester,400,g/kg,0
006288-60,Herbizid,Metazachlor,200,g/l,,,,0
006288-60,Herbizid,Dimethenamid-P,200,g/l,,,,0
044660-63,Herbizid,Mesotrione,100,g/l,,,,0
008406-60,Fungizid,Prothioconazol,150,g/l,,,,0
008406-60,Fungizid,Benzovindiflupyr,75,g/l,,,,0
006960-60,Herbizid,Nicosulfuron,30,g/l,,,,0
006960-60,Herbizid,Mesotrione,75,g/l,,,,0
006839-60,Herbizid,Pendimethalin,400,g/l,,,,0
044622-60,Herbizid,Florasulam,50,g/l,,,,0
025078-60,Herbizid,Pethoxamid,600,g/l,,,,0
025323-66,Molluskizid,Metaldehyd,30,g/kg,,,,0
008201-61,Molluskizid,Eisen-III-phosphat,25,g/kg,,,,0
007738-00,Herbizid,Nicosulfuron,240,g/l,,,,0
00A469-61,Fungizid,Prothioconazol,250,g/l,,,,0
025625-00,Fungizid,Spiroxamine,300,g/l,,,,0
025625-00,Fungizid,Prothioconazol,160,g/l,,,,0
008930-00,Fungizid,Spiroxamine,200,g/l,,,,0
008930-00,Fungizid,Prothioconazol,160,g/l,,,,0
008930-00,Fungizid,Proquinazid,40,g/l,,,,0
026778-00,Fungizid,Spiroxamine,250,g/l,,,,0
026778-00,Fungizid,Prothioconazol,100,g/l,,,,0
026778-00,Fungizid,Bixafen,50,g/l,,,,0
008402-60,Insektizid,Piperonylbutoxid,213,g/l,,,,0
008402-60,Insektizid,Deltamethrin,25,g/l,,,,0
00A494-60,Insektizid,Piperonylbutoxid,50.7,g/l,,,,0
00A494-60,Insektizid,Deltamethrin,6,g/l,,,,0
006339-60,Insektizid,Deltamethrin,6,g/l,,,,0
006408-00,Insektizid,Pyrethrine,11.45,g/kg,,,,0
033141-00,Insektizid,Pyrethrine,4,g/l,,,,0
006423-00,Insektizid,Pyrethrine,11.45,g/kg,,,,0
006423-00,Insektizid,Piperonylbutoxid,68.67,g/kg,,,,0
006331-60,Insektizid,Deltamethrin,25,g/l,,,,0
00A759-00,Fungizid,Pyraclostrobin,100,g/l,,,,0
00A759-00,Fungizid,Boscalid,200,g/l,,,,0
008804-00,"Fungizid, Sonstige",Bacillus amyloliquefaciens Stamm MBI 600 22.000.000.000.000cfu/l,36.2,g/l,,,,1
008659-60,Fungizid,Mandestrobin,250,g/l,,,,0
00A456-00,Molluskizid,Eisen-III-phosphat,29.87,g/kg,Dihydrat,37,g/kg,0
00A096-00,Molluskizid,Eisen-III-phosphat,24.2,g/kg,Dihydrat,30,g/kg,0
00A432-00,Herbizid,Clomazone,80,g/l,,,,0
00A432-00,Herbizid,Mesotrione,150,g/l,,,,0
006945-00,Pheromon,pro Dispenser (Z)-8-Dodecen-1-ylacetat,215,mg,,,,0
006945-00,Pheromon,pro Dispenser (E)-8-Dodecen-1-ylacetat,14,mg,,,,0
006945-00,Pheromon,pro Dispenser (Z)-8-Dodecen-1-ol,2.4,mg,,,,0
026978-00,Pheromon,(Z)-9-Dodecen-1-ylacetat,129,g/kg,,,,0
026978-00,Pheromon,"(E,Z)-7,9-Dodecadien-1-ylacetat",134,g/kg,,,,0
00A421-00,Pheromon,"(E,Z,Z)-3,8,11-Tetradecatrien-1-ylacetat+(E,Z)-3,8-Tetradecadien-1-ylacetat",803,g/kg,,,,0
02A421-00,Pheromon,"(E,Z)-3,8-Tetradecadien-1-yl acetat",69,g/kg,,,,0
02A421-00,Pheromon,"(E,Z,Z)-3,8,11-Tetradecatrien-1-yl acetat",632,g/kg,,,,0
027233-00,Wachstumsregler,Maleinsäurehydrazid,270,g/l,Kalium-Salz,360,g/l,0
00A197-61,Herbizid,Isoxadifen,108.1,g/l,Ethylester,134,g/l,0
00A197-61,Herbizid,Tembotrione,345,g/l,,,,0
00A197-61,Herbizid,Thiencarbazone,65.55,g/l,Methylester,68,g/l,0
008126-00,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
007213-60,Insektizid,lambda-Cyhalothrin,100,g/l,,,,0
00A431-00,Herbizid,Dicamba,480,g/l,Dimethylamin-Salz,640.3,g/l,0
060122-90,Herbizid,"2,4-D",8,g/kg,,,,0
060122-90,Herbizid,Dicamba,1.2,g/kg,,,,0
00A279-60,Fungizid,Fenpicoxamid,50,g/l,,,,0
008838-65,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
026778-60,Fungizid,Spiroxamine,250,g/l,,,,0
026778-60,Fungizid,Prothioconazol,100,g/l,,,,0
026778-60,Fungizid,Bixafen,50,g/l,,,,0
00A972-00,Fungizid,Prothioconazol,250,g/l,,,,0
00B141-60,Herbizid,Clethodim,240,g/l,,,,0
008324-00,Herbizid,Diflufenican,14,g/l,,,,0
008324-00,Herbizid,Prosulfocarb,667,g/l,,,,0
00A952-00,Herbizid,Diflufenican,14,g/l,,,,0
00A952-00,Herbizid,Prosulfocarb,667,g/l,,,,0
00B289-00,Herbizid,Mesotrione,100,g/l,,,,0
008837-63,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
00A588-00,Herbizid,Nicosulfuron,30,g/l,,,,0
00A588-00,Herbizid,Mesotrione,80,g/l,,,,0
006387-00,Insektizid,lambda-Cyhalothrin,50,g/kg,,,,0
00B068-00,Herbizid,Propaquizafop,100,g/l,,,,0
028571-60,Herbizid,Mefenpyr,114.7,g/kg,Diethylester,135,g/kg,0
028571-60,Herbizid,Iodosulfuron,8.39,g/kg,Methylester-Na,9,g/kg,0
028571-60,Herbizid,Mesosulfuron,41.87,g/kg,Methylester-Na,47,g/kg,0
028571-60,Herbizid,Thiencarbazone,21.7,g/kg,Methylester-Na,23.8,g/kg,0
00A311-00,Herbizid,Dicamba,480,g/l,Dimethylamin-Salz,577.9,g/l,0
008288-61,Herbizid,Dicamba,480,g/l,Dimethylamin-Salz,577.9,g/l,0
025855-00,Akarizid,Acequinocyl,150,g/l,,,,0
007958-62,Herbizid,Nicosulfuron,40,g/l,,,,0
00A156-60,Insektizid,Maltodextrin,573.89,g/l,,,,0
00B099-60,Fungizid,Dithianon,700,g/kg,,,,0
005618-00,Insektizid,lambda-Cyhalothrin,100,g/l,,,,0
024675-00,Insektizid,lambda-Cyhalothrin,100,g/l,,,,0
008986-60,Insektizid,lambda-Cyhalothrin,4,g/kg,,,,0
006860-62,Fungizid,Cyazofamid,160,g/l,,,,0
024034-62,Wachstumsregler,Ethephon,660,g/l,,,,0
006911-00,Herbizid,Metazachlor,300,g/l,,,,0
006911-00,Herbizid,Quinmerac,100,g/l,,,,0
006911-00,Herbizid,Dimethenamid-P,100,g/l,,,,0
034837-60,Herbizid,Flazasulfuron,250,g/kg,,,,0
008527-00,Herbizid,Pelargonsäure,500,g/l,,,,0
006306-00,Fungizid,Cyprodinil,300,g/l,,,,0
00A979-00,Fungizid,Fluazinam,500,g/l,,,,0
034409-64,Herbizid,Nicosulfuron,40,g/l,,,,0
00A504-60,Herbizid,Prosulfocarb,800,g/l,,,,0
00A810-60,Herbizid,Prosulfocarb,800,g/l,,,,0
008663-00,Fungizid,Isofetamid,400,g/l,,,,0
008662-00,Fungizid,Isofetamid,400,g/l,,,,0
006220-00,Herbizid,Propyzamid,400,g/l,,,,0
060122-68,Herbizid,"2,4-D",8,g/kg,,,,0
060122-68,Herbizid,Dicamba,1.2,g/kg,,,,0
008309-00,Herbizid,Metamitron,571,g/l,,,,0
008309-00,Herbizid,Quinmerac,71,g/l,,,,0
008337-00,Herbizid,Mesotrione,100,g/l,,,,0
008450-00,Herbizid,MCPA,233,g/l,Kalium-Salz,277.3,g/l,0
008450-00,Herbizid,Clopyralid,28,g/l,Monoethanolamin-Salz,36.9,g/l,0
008450-00,Herbizid,Fluroxypyr,50,g/l,1-Methyl-heptylester,72,g/l,0
024138-00,Akarizid,Fenpyroximat,51.2,g/l,,,,0
006914-65,Herbizid,Fluroxypyr,180,g/l,1-Methyl-heptylester,259,g/l,0
005686-60,Insektizid,Acetamiprid,5,g/l,,,,0
006331-00,Insektizid,Deltamethrin,25,g/l,,,,0
006339-00,Insektizid,Deltamethrin,6,g/l,,,,0
034496-62,Molluskizid,Eisen-III-phosphat,9.9,g/kg,,,,0
060122-73,Herbizid,"2,4-D",8,g/kg,,,,0
060122-73,Herbizid,Dicamba,1.2,g/kg,,,,0
005603-60,Akarizid,Milbemectin,9.31,g/l,,,,0
028938-00,Herbizid,Clopyralid,120,g/l,,,,0
028938-00,Herbizid,Halauxifen-methyl,5,g/l,,,,0
008662-60,Fungizid,Isofetamid,400,g/l,,,,0
008407-00,Wachstumsregler,Prohexadion,84.788,g/kg,Calcium-Salz,100,g/kg,0
007547-00,Fungizid,Kaliumhydrogencarbonat,850,g/kg,,,,0
052273-00,"Akarizid, Fungizid",Schwefel,800,g/kg,,,,0
007480-00,Fungizid,Pyriofenone,300,g/l,,,,0
008146-00,Fungizid,Tebuconazol,240,g/l,,,,0
008146-00,Fungizid,Pyriofenone,180,g/l,,,,0
024675-60,Insektizid,lambda-Cyhalothrin,100,g/l,,,,0
007200-00,Herbizid,"2,4-D",160,g/l,Dimethylamin-Salz,192.7,g/l,0
007200-00,Herbizid,Glyphosat,240,g/l,Isopropylamin-Salz,324,g/l,0
00A974-00,Fungizid,Folpet,484,g/l,,,,0
00A974-00,Fungizid,Azoxystrobin,90.4,g/l,,,,0
00A767-00,Herbizid,Picloram,48,g/l,,,,0
00A767-00,Herbizid,Aminopyralid,32,g/l,,,,0
00A767-00,Herbizid,Halauxifen-methyl,10,g/l,,,,0
00A606-62,Herbizid,Clopyralid,80,g/l,,,,0
00A606-62,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
00A606-62,Herbizid,Florasulam,2.5,g/l,,,,0
00A398-61,Fungizid,Prothioconazol,250,g/l,,,,0
008484-61,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
008288-62,Herbizid,Dicamba,480,g/l,Dimethylamin-Salz,577.9,g/l,0
00B003-61,Fungizid,Azoxystrobin,250,g/l,,,,0
00A596-00,Fungizid,Pyrimethanil,400,g/l,,,,0
00A931-00,Insektizid,Metarhizium brunneum Stamm Ma 43 (vormals M. anisopliae F52) 900.000.000.000cfu/kg,19.9,g/kg,,,,1
007837-00,"Akarizid, Insektizid",Metarhizium brunneum Stamm Ma 43 (vormals M. anisopliae F52) 2.000.000.000.000cfu/l,104.41,g/l,,,,1
034346-00,Fungizid,Coniothyrium minitans Stamm CON/M/91-08 1.000.000.000.000cfu/kg,50,g/kg,,,,1
00B229-00,Fungizid,Clonostachys rosea Stamm J1446 (vormals Gliocladium catenulatum) 1.000.000.000.000cfu/kg,900,g/kg,,,,1
060122-89,Herbizid,"2,4-D",8,g/kg,,,,0
060122-89,Herbizid,Dicamba,1.2,g/kg,,,,0
026923-61,Herbizid,Glyphosat,480,g/l,Dimethylamin-Salz,608,g/l,0
024264-00,Fungizid,Tebuconazol,5,g/l,,,,0
024264-00,Fungizid,Difenoconazol,20,g/l,,,,0
024264-00,Fungizid,Fludioxonil,25,g/l,,,,0
008047-72,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
060122-62,Herbizid,"2,4-D",8,g/kg,,,,0
060122-62,Herbizid,Dicamba,1.2,g/kg,,,,0
00A853-00,Wachstumsregler,Gibberellinsäure,400,g/kg,,,,0
00A897-00,Fungizid,Silthiofam,125,g/l,,,,0
00A449-00,Fungizid,Fludioxonil,25,g/l,,,,0
00A449-00,Fungizid,Silthiofam,125,g/l,,,,0
044862-00,Fungizid,Silthiofam,125,g/l,,,,0
027795-00,Fungizid,Silthiofam,125,g/l,,,,0
026255-00,Herbizid,,,,Ethylester,22,g/l,0
026255-00,Herbizid,Tembotrione,44,g/l,,,,0
007463-00,Herbizid,Isoxadifen,90.5,g/kg,Ethylester,100,g/kg,0
007463-00,Herbizid,Tembotrione,200,g/kg,,,,0
027207-60,Fungizid,Kaliumphosphonat (Kaliumphosphit),755,g/l,,,,0
006345-00,Fungizid,Fenpropidin,750,g/l,,,,0
008745-00,Fungizid,Azoxystrobin,250,g/l,,,,0
026282-00,Fungizid,Amisulbrom,200,g/l,,,,0
00A123-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
033231-00,Herbizid,Pyridat,450,g/kg,,,,0
043753-00,Herbizid,Chlortoluron,700,g/l,,,,0
00A391-00,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
008449-00,Insektizid,Bacillus thuringiensis subspecies kurstaki Stamm EG-2348 32.000IU/mg,150,g/kg,,,,1
00A152-00,Herbizid,Clomazone,360,g/l,,,,0
007969-00,"Fungizid, Wachstumsregler",Metconazol,45,g/l,,,,0
007969-00,"Fungizid, Wachstumsregler",Fluxapyroxad,62.5,g/l,,,,0
007213-61,Insektizid,lambda-Cyhalothrin,100,g/l,,,,0
008404-00,Molluskizid,Metaldehyd,30,g/kg,,,,0
008471-00,Molluskizid,Metaldehyd,50,g/kg,,,,0
025323-69,Molluskizid,Metaldehyd,30,g/kg,,,,0
034028-66,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
025662-64,Fungizid,Tebuconazol,125,g/l,,,,0
025662-64,Fungizid,Prothioconazol,125,g/l,,,,0
008022-00,Molluskizid,Metaldehyd,50,g/kg,,,,0
00A921-00,"Akarizid, Fungizid, Insektizid",Orangenöl,60,g/l,,,,0
025090-64,Fungizid,Azoxystrobin,250,g/l,,,,0
006860-63,Fungizid,Cyazofamid,160,g/l,,,,0
024436-69,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-70,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-93,Insektizid,Azadirachtin,10.6,g/l,,,,0
024080-62,Insektizid,"Bacillus thuringiensis subspecies kurstaki Stamm ABTS-351 (Stamm HD-1) (33,2 g/l Grundkörper) 17.600IU/mg",33.2,g/l,,,,1
006788-65,Insektizid,Deltamethrin,0.008,g/l,,,,0
024785-75,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-75,Insektizid,Rapsöl,8.25,g/l,,,,0
024785-76,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-76,Insektizid,Rapsöl,8.25,g/l,,,,0
008252-60,Insektizid,Flupyradifurone,0.08,g/l,,,,0
008694-00,Insektizid,Flupyradifurone,18.8,g/kg,,,,0
00A001-60,Insektizid,Flupyradifurone,25,g/l,,,,0
008252-00,Insektizid,Flupyradifurone,0.08,g/l,,,,0
024426-64,Insektizid,Bacillus thuringiensis subspecies aizawai Stamm ABTS-1857 (540 g/kg Grundkörper) 15.000IU/mg,540,g/kg,,,,1
024785-77,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-77,Insektizid,Rapsöl,8.25,g/l,,,,0
00B017-00,Pheromon,"(E,Z)-7,9-Dodecadien-1-ylacetat",100,g/kg,,,,0
00A265-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
006914-63,Herbizid,Fluroxypyr,180,g/l,1-Methyl-heptylester,259,g/l,0
028124-61,Herbizid,Mesotrione,100,g/l,,,,0
007865-00,Herbizid,Clopyralid,600,g/l,Dimethylamin-Salz,741,g/l,0
006851-00,Herbizid,Clopyralid,720,g/kg,,,,0
005747-69,Herbizid,"2,4-D",70,g/l,Dimethylamin-Salz,84.3,g/l,0
005747-69,Herbizid,MCPA,70,g/l,Dimethylamin-Salz,85.7,g/l,0
005747-69,Herbizid,Dicamba,20,g/l,Dimethylamin-Salz,24.1,g/l,0
005747-69,Herbizid,Mecoprop-P,42,g/l,Dimethylamin-Salz,50.8,g/l,0
024034-61,Wachstumsregler,Ethephon,660,g/l,,,,0
007180-00,Fungizid,Azoxystrobin,250,g/l,,,,0
008996-61,Herbizid,Mefenpyr,86.6,g/kg,Diethylester,90,g/kg,0
008996-61,Herbizid,Iodosulfuron,5.6,g/kg,Methylester-Na,6,g/kg,0
008996-61,Herbizid,Mesosulfuron,29.2,g/kg,Methylester,30,g/kg,0
00A896-00,Fungizid,Metconazol,48,g/l,,,,0
00A896-00,Fungizid,Prothioconazol,100,g/l,,,,0
00B087-60,Fungizid,Pyraclostrobin,200,g/l,,,,0
044660-67,Herbizid,Mesotrione,100,g/l,,,,0
044660-65,Herbizid,Mesotrione,100,g/l,,,,0
00A129-00,Insektizid,Cyantraniliprole,625,g/l,,,,0
00A129-60,Insektizid,Cyantraniliprole,625,g/l,,,,0
00A994-00,Fungizid,Oxathiapiprolin,200,g/l,,,,0
008536-00,Fungizid,Fosetyl,621.2,g/kg,Aluminium-Salz,666,g/kg,0
008536-00,Fungizid,Fluopyram,50,g/kg,,,,0
026861-00,Fungizid,Tebuconazol,200,g/l,,,,0
026861-00,Fungizid,Fluopyram,200,g/l,,,,0
008479-00,Fungizid,Spiroxamine,200,g/l,,,,0
008479-00,Fungizid,Fluopyram,75,g/l,,,,0
007214-00,Fungizid,Trifloxystrobin,250,g/l,,,,0
007214-00,Fungizid,Fluopyram,250,g/l,,,,0
005950-60,Herbizid,Thifensulfuron,480.6,g/kg,Methylester,500,g/kg,0
034028-61,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
025662-65,Fungizid,Tebuconazol,125,g/l,,,,0
025662-65,Fungizid,Prothioconazol,125,g/l,,,,0
008414-00,Herbizid,Diflufenican,500,g/l,,,,0
00A553-00,Herbizid,Quizalofop-P-ethyl,100,g/l,,,,0
00A485-00,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
02A280-00,Insektizid,Cydia pomonella Granulovirus Isolat GV-0013 (Isolat V15) 2.500.000.000.000Granula je l,42.75,g/l,,,,0
006903-00,Insektizid,Cydia pomonella Granulovirus Isolat GV-0006 30.000.000.000.000Granula je l,6.24,g/l,,,,0
00B297-00,Insektizid,Cydia pomonella Granulovirus Isolat GV-0015 30.000.000.000.000Granula je l,522.96,g/l,,,,0
02A417-00,Insektizid,Cydia pomonella Granulovirus Isolat GV-0013 (Isolat V15) 30.000.000.000.000Granula je l,522.96,g/l,,,,0
00A935-00,Fungizid,Difenoconazol,125,g/l,,,,0
00A935-00,Fungizid,Prothioconazol,175,g/l,,,,0
