Verfahrensgruppe,Arbeitsvorgang,Maschinenkombination,Schlaggrö?e [ha],Bodenbearbeitungswiderstand,Entfernung zum Schlag [km],Menge [-/ha],Arbeitsbreite [m],Teilarbeit,Arbeitszeitbedarf (Akh/ha),Flächenleistung (ha/h),Maschinenkosten: Abschreibung (??,Maschinenkosten: Zinskosten (??,Maschinenkosten: Sonstiges (??,Maschinenkosten: Reparaturen (??,Maschinenkosten: Betriebsstoffe (??,Dieselbedarf (l/ha)
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,3,4.15,Feldarbeit,1.28,1.31,118.41,31.97,12.87,34.45,23.14,20.12
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,3,4.2,Feldarbeit,1.22,1.37,113.03,30.52,12.34,33.03,22.03,19.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,3,4.4,Feldarbeit,1.21,1.38,112.55,30.39,12.29,32.9,22.15,19.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,4,4.15,Feldarbeit,1.3,1.28,119.71,32.32,13,34.8,24.89,21.64
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,4,4.2,Feldarbeit,1.26,1.34,116.66,31.5,12.7,33.99,23.98,20.85
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,4,4.4,Feldarbeit,1.25,1.35,116.18,31.37,12.65,33.86,24.15,21
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,4.5,4.15,Feldarbeit,1.3,1.28,119.98,32.4,13.03,34.87,25.68,22.33
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,4.5,4.2,Feldarbeit,1.26,1.34,116.94,31.57,12.73,34.06,24.74,21.51
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,4.5,4.4,Feldarbeit,1.26,1.35,116.46,31.44,12.68,33.93,24.93,21.68
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,6,4.15,Feldarbeit,1.31,1.26,120.83,32.62,13.11,35.1,27.99,24.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,6,4.2,Feldarbeit,1.27,1.32,117.79,31.8,12.81,34.29,26.97,23.45
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,6,4.4,Feldarbeit,1.27,1.33,117.3,31.67,12.76,34.16,27.24,23.69
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,8,4.15,Feldarbeit,1.33,1.23,122.69,33.13,13.29,35.59,31.1,27.04
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,8,4.2,Feldarbeit,1.29,1.28,119.64,32.3,12.99,34.78,29.96,26.05
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,4,8,4.4,Feldarbeit,1.29,1.29,119.16,32.17,12.95,34.65,30.31,26.36
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,2,4.15,Feldarbeit,1.28,1.32,118.41,31.97,12.87,34.45,21.56,18.75
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,2,4.2,Feldarbeit,1.22,1.38,112.98,30.5,12.33,33.01,20.5,17.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,2,4.4,Feldarbeit,1.21,1.39,112.49,30.37,12.29,32.88,20.57,17.89
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,2.5,4.15,Feldarbeit,1.28,1.31,118.69,32.05,12.9,34.53,22.4,19.48
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,2.5,4.2,Feldarbeit,1.25,1.37,115.65,31.23,12.6,33.72,21.59,18.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,2.5,4.4,Feldarbeit,1.22,1.39,112.78,30.45,12.32,32.96,21.41,18.62
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,3,4.15,Feldarbeit,1.29,1.31,118.97,32.12,12.93,34.6,23.23,20.2
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,3,4.2,Feldarbeit,1.25,1.37,115.93,31.3,12.63,33.79,22.38,19.46
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,3,4.4,Feldarbeit,1.22,1.38,113.06,30.53,12.34,33.03,22.24,19.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,4,4.15,Feldarbeit,1.3,1.28,120.27,32.47,13.06,34.95,24.98,21.72
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,4,4.2,Feldarbeit,1.27,1.34,117.23,31.65,12.75,34.14,24.07,20.93
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,4,4.4,Feldarbeit,1.26,1.35,116.74,31.52,12.71,34.01,24.24,21.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,4.5,4.15,Feldarbeit,1.31,1.28,120.55,32.55,13.08,35.02,25.77,22.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,4.5,4.2,Feldarbeit,1.27,1.34,117.5,31.73,12.78,34.21,24.83,21.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,4.5,4.4,Feldarbeit,1.26,1.35,117.02,31.6,12.73,34.08,25.04,21.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,6,4.15,Feldarbeit,1.32,1.26,121.4,32.78,13.17,35.25,28.09,24.43
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,6,4.2,Feldarbeit,1.28,1.32,118.35,31.96,12.87,34.44,27.06,23.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,6,4.4,Feldarbeit,1.27,1.33,117.87,31.82,12.82,34.31,27.34,23.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,8,4.15,Feldarbeit,1.34,1.23,123.25,33.28,13.35,35.74,31.19,27.12
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,8,4.2,Feldarbeit,1.3,1.28,120.21,32.46,13.05,34.93,30.05,26.13
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,5,8,4.4,Feldarbeit,1.3,1.29,119.72,32.33,13,34.8,30.41,26.44
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,2,4.15,Feldarbeit,1.31,1.32,121.26,32.74,13.15,35.21,22.02,19.15
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,2,4.2,Feldarbeit,1.28,1.38,118.21,31.92,12.85,34.4,21.24,18.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,2,4.4,Feldarbeit,1.27,1.39,117.73,31.79,12.8,34.27,21.31,18.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,2.5,4.15,Feldarbeit,1.32,1.31,121.54,32.82,13.18,35.28,22.87,19.89
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,2.5,4.2,Feldarbeit,1.28,1.37,118.5,32,12.88,34.48,22.06,19.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,2.5,4.4,Feldarbeit,1.28,1.39,118.02,31.86,12.83,34.35,22.15,19.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,3,4.15,Feldarbeit,1.32,1.31,121.82,32.89,13.21,35.36,23.7,20.61
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,3,4.2,Feldarbeit,1.28,1.37,118.78,32.07,12.91,34.55,22.85,19.87
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,3,4.4,Feldarbeit,1.28,1.38,118.29,31.94,12.86,34.42,22.98,19.98
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,4,4.15,Feldarbeit,1.33,1.28,123.12,33.24,13.34,35.7,25.45,22.13
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,4,4.2,Feldarbeit,1.3,1.34,120.08,32.42,13.04,34.9,24.54,21.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,4,4.4,Feldarbeit,1.29,1.35,119.59,32.29,12.99,34.77,24.71,21.49
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,4.5,4.15,Feldarbeit,1.34,1.28,123.4,33.32,13.36,35.78,26.24,22.82
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,4.5,4.2,Feldarbeit,1.3,1.34,120.36,32.5,13.06,34.97,25.3,22
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,4.5,4.4,Feldarbeit,1.3,1.35,119.87,32.36,13.02,34.84,25.5,22.17
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,6,4.15,Feldarbeit,1.35,1.26,124.25,33.55,13.45,36,28.55,24.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,6,4.2,Feldarbeit,1.31,1.32,121.2,32.73,13.15,35.19,27.53,23.94
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,6,4.4,Feldarbeit,1.31,1.33,120.72,32.59,13.1,35.07,27.81,24.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,8,4.15,Feldarbeit,1.37,1.23,126.1,34.05,13.63,36.49,31.66,27.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,8,4.2,Feldarbeit,1.33,1.28,123.06,33.23,13.33,35.69,30.52,26.54
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,10,8,4.4,Feldarbeit,1.33,1.29,122.57,33.09,13.28,35.56,30.88,26.85
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,2,4.15,Feldarbeit,1.35,1.32,124.11,33.51,13.43,35.96,22.49,19.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,2,4.2,Feldarbeit,1.31,1.38,121.07,32.69,13.13,35.16,21.71,18.88
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,2,4.4,Feldarbeit,1.31,1.39,120.58,32.56,13.09,35.03,21.77,18.93
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,2.5,4.15,Feldarbeit,1.35,1.31,124.39,33.59,13.46,36.04,23.35,20.3
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,2.5,4.2,Feldarbeit,1.31,1.37,121.35,32.77,13.16,35.23,22.53,19.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,2.5,4.4,Feldarbeit,1.31,1.39,120.87,32.63,13.11,35.1,22.62,19.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,3,4.15,Feldarbeit,1.35,1.31,124.67,33.66,13.49,36.11,24.17,21.02
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,3,4.2,Feldarbeit,1.32,1.37,121.63,32.84,13.19,35.31,23.32,20.28
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,3,4.4,Feldarbeit,1.31,1.38,121.14,32.71,13.14,35.18,23.44,20.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,4,4.15,Feldarbeit,1.37,1.28,125.97,34.01,13.62,36.46,25.92,22.54
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,4,4.2,Feldarbeit,1.33,1.34,122.93,33.19,13.32,35.65,25.01,21.75
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,4,4.4,Feldarbeit,1.33,1.35,122.44,33.06,13.27,35.52,25.19,21.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,4.5,4.15,Feldarbeit,1.37,1.28,126.25,34.09,13.65,36.53,26.71,23.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,4.5,4.2,Feldarbeit,1.34,1.34,123.21,33.27,13.35,35.73,25.77,22.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,4.5,4.4,Feldarbeit,1.33,1.35,122.72,33.13,13.3,35.6,25.97,22.58
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,6,4.15,Feldarbeit,1.43,1.26,131,35.37,14.12,37.79,29.51,25.66
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,6,4.2,Feldarbeit,1.35,1.32,124.06,33.5,13.43,35.95,28,24.35
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,6,4.4,Feldarbeit,1.34,1.33,123.57,33.36,13.38,35.82,28.27,24.58
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,8,4.15,Feldarbeit,1.45,1.23,132.85,35.87,14.3,38.29,32.6,28.35
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,8,4.2,Feldarbeit,1.37,1.28,125.91,34,13.61,36.44,30.98,26.94
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,15,8,4.4,Feldarbeit,1.36,1.29,125.43,33.86,13.57,36.31,31.35,27.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,2,4.15,Feldarbeit,1.43,1.32,131.27,35.44,14.14,37.86,23.51,20.44
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,2,4.2,Feldarbeit,1.34,1.38,123.92,33.46,13.42,35.91,22.18,19.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,2,4.4,Feldarbeit,1.34,1.39,123.43,33.33,13.37,35.79,22.24,19.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,2.5,4.15,Feldarbeit,1.43,1.31,131.55,35.52,14.17,37.94,24.36,21.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,2.5,4.2,Feldarbeit,1.35,1.37,124.2,33.53,13.44,35.99,22.99,19.99
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,2.5,4.4,Feldarbeit,1.34,1.39,123.72,33.4,13.4,35.86,23.08,20.07
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,3,4.15,Feldarbeit,1.44,1.31,131.83,35.59,14.2,38.01,25.19,21.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,3,4.2,Feldarbeit,1.35,1.37,124.48,33.61,13.47,36.06,23.79,20.69
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,3,4.4,Feldarbeit,1.35,1.38,124,33.48,13.42,35.94,23.91,20.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,4,4.15,Feldarbeit,1.45,1.28,133.13,35.95,14.33,38.36,26.93,23.42
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,4,4.2,Feldarbeit,1.37,1.34,125.78,33.96,13.6,36.41,25.48,22.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,4,4.4,Feldarbeit,1.36,1.35,125.3,33.83,13.55,36.28,25.66,22.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,4.5,4.15,Feldarbeit,1.45,1.28,133.41,36.02,14.35,38.43,27.73,24.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,4.5,4.2,Feldarbeit,1.37,1.34,126.06,34.04,13.63,36.48,26.24,22.82
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,4.5,4.4,Feldarbeit,1.36,1.35,125.57,33.9,13.58,36.35,26.44,22.99
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,6,4.15,Feldarbeit,1.46,1.26,134.26,36.25,14.44,38.66,30.04,26.12
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,6,4.2,Feldarbeit,1.43,1.32,131.21,35.43,14.14,37.85,29.01,25.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,6,4.4,Feldarbeit,1.37,1.33,126.42,34.13,13.66,36.58,28.74,24.99
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,8,4.15,Feldarbeit,1.48,1.23,136.11,36.75,14.62,39.15,33.13,28.81
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,8,4.2,Feldarbeit,1.45,1.28,133.07,35.93,14.32,38.34,31.99,27.82
