Verfahrensgruppe,Arbeitsvorgang,Maschinenkombination,Schlaggrö?e [ha],Bodenbearbeitungswiderstand,Entfernung zum Schlag [km],Menge [-/ha],Arbeitsbreite [m],Teilarbeit,Arbeitszeitbedarf (Akh/ha),Flächenleistung (ha/h),Maschinenkosten: Abschreibung (??,Maschinenkosten: Zinskosten (??,Maschinenkosten: Sonstiges (??,Maschinenkosten: Reparaturen (??,Maschinenkosten: Betriebsstoffe (??,Dieselbedarf (l/ha)
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,3,5.9,Transport,0.78,0,5.8,1.44,0.89,3.74,4.85,4.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,3,5.9,,2.78,,123.85,33.31,11.63,37.79,38.45,33.44
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.6,Feldarbeit,2,3.9,118.27,31.93,10.75,34.1,35.08,30.5
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.6,Transport,0.78,0,6.89,1.69,1.06,4.09,4.93,4.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.6,,2.78,,125.16,33.62,11.81,38.19,40.01,34.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.7,Feldarbeit,2,3.91,118.2,31.91,10.75,34.09,35.13,30.55
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.7,Transport,0.78,0,6.88,1.69,1.06,4.08,4.92,4.28
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.7,,2.78,,125.08,33.6,11.81,38.17,40.05,34.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.9,Feldarbeit,2,3.93,118.05,31.87,10.74,34.05,35.22,30.63
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.9,Transport,0.78,0,6.87,1.68,1.05,4.07,4.91,4.27
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4,5.9,,2.78,,124.92,33.55,11.79,38.12,40.13,34.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.6,Feldarbeit,2,3.9,118.27,31.93,10.75,34.1,35.83,31.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.6,Transport,0.78,0,7.42,1.81,1.14,4.26,4.96,4.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.6,,2.78,,125.69,33.74,11.89,38.36,40.79,35.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.7,Feldarbeit,2,3.91,118.2,31.91,10.75,34.09,35.9,31.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.7,Transport,0.78,0,7.42,1.81,1.14,4.25,4.96,4.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.7,,2.78,,125.62,33.72,11.89,38.34,40.86,35.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.9,Feldarbeit,2,3.93,118.05,31.87,10.74,34.05,36.02,31.32
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.9,Transport,0.78,0,7.4,1.81,1.14,4.24,4.93,4.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,4.5,5.9,,2.78,,125.45,33.68,11.88,38.29,40.95,35.61
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.6,Feldarbeit,2,3.9,118.27,31.93,10.75,34.1,38.05,33.09
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.6,Transport,0.78,0,9.02,2.18,1.39,4.75,5.04,4.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.6,,2.78,,127.29,34.11,12.14,38.85,43.09,37.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.7,Feldarbeit,2,3.91,118.2,31.91,10.75,34.09,38.15,33.17
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.7,Transport,0.78,0,9.01,2.18,1.39,4.74,5.04,4.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.7,,2.78,,127.21,34.09,12.14,38.83,43.19,37.55
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.9,Feldarbeit,2,3.93,118.05,31.87,10.74,34.05,38.31,33.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.9,Transport,0.78,0,9,2.18,1.39,4.73,5.01,4.36
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,6,5.9,,2.78,,127.05,34.05,12.13,38.78,43.32,37.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.6,Feldarbeit,2,3.9,118.27,31.93,10.75,34.1,40.86,35.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.6,Transport,0.78,0,11.15,2.67,1.73,5.41,5.14,4.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.6,,2.78,,129.42,34.6,12.48,39.51,46,40
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.7,Feldarbeit,2,3.91,118.2,31.91,10.75,34.09,40.97,35.63
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.7,Transport,0.78,0,11.14,2.67,1.73,5.4,5.14,4.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.7,,2.78,,129.34,34.58,12.48,39.49,46.11,40.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.9,Feldarbeit,2,3.93,118.05,31.87,10.74,34.05,41.2,35.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.9,Transport,0.78,0,11.13,2.67,1.72,5.38,5.13,4.46
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,2,8,5.9,,2.78,,129.18,34.54,12.46,39.43,46.33,40.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.6,Feldarbeit,2.02,3.9,118.9,32.1,10.81,34.27,32.05,27.87
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.6,Transport,0.78,0,4.79,1.21,0.73,3.47,4.85,4.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.6,,2.8,,123.69,33.31,11.54,37.74,36.9,32.09
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.7,Feldarbeit,2.02,3.91,118.84,32.09,10.8,34.26,32.06,27.88
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.7,Transport,0.78,0,4.79,1.21,0.73,3.47,4.85,4.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.7,,2.8,,123.63,33.3,11.53,37.73,36.91,32.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.9,Feldarbeit,2.02,3.93,118.68,32.04,10.79,34.21,32.1,27.91
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.9,Transport,0.78,0,4.77,1.2,0.72,3.45,4.83,4.2
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2,5.9,,2.8,,123.45,33.24,11.51,37.66,36.93,32.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.6,Feldarbeit,2.02,3.9,118.9,32.1,10.81,34.27,32.88,28.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.6,Transport,0.78,0,5.32,1.33,0.81,3.63,4.88,4.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.6,,2.8,,124.22,33.43,11.62,37.9,37.76,32.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.7,Feldarbeit,2.02,3.91,118.84,32.09,10.8,34.26,32.91,28.62
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.7,Transport,0.78,0,5.32,1.33,0.81,3.63,4.88,4.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.7,,2.8,,124.16,33.42,11.61,37.89,37.79,32.86
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.9,Feldarbeit,2.02,3.93,118.68,32.04,10.79,34.21,32.96,28.66
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.9,Transport,0.78,0,5.3,1.32,0.81,3.61,4.86,4.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,2.5,5.9,,2.8,,123.98,33.36,11.6,37.82,37.82,32.89
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.6,Feldarbeit,2.02,3.9,118.9,32.1,10.81,34.27,33.7,29.3
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.6,Transport,0.78,0,5.86,1.45,0.89,3.8,4.91,4.27
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.6,,2.8,,124.76,33.55,11.7,38.07,38.61,33.57
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.7,Feldarbeit,2.02,3.91,118.84,32.09,10.8,34.26,33.73,29.33
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.7,Transport,0.78,0,5.85,1.45,0.89,3.79,4.9,4.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.7,,2.8,,124.69,33.54,11.69,38.05,38.63,33.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.9,Feldarbeit,2.02,3.93,118.68,32.04,10.79,34.21,33.8,29.39
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.9,Transport,0.78,0,5.83,1.45,0.89,3.77,4.89,4.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,3,5.9,,2.8,,124.51,33.49,11.68,37.98,38.69,33.64
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.6,Feldarbeit,2.02,3.9,118.9,32.1,10.81,34.27,35.27,30.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.6,Transport,0.78,0,6.92,1.7,1.06,4.13,4.96,4.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.6,,2.8,,125.82,33.8,11.87,38.4,40.23,34.98
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.7,Feldarbeit,2.02,3.91,118.84,32.09,10.8,34.26,35.32,30.71
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.7,Transport,0.78,0,6.92,1.7,1.06,4.12,4.96,4.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.7,,2.8,,125.76,33.79,11.86,38.38,40.28,35.02
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.9,Feldarbeit,2.02,3.93,118.68,32.04,10.79,34.21,35.42,30.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.9,Transport,0.78,0,6.9,1.69,1.06,4.1,4.95,4.3
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4,5.9,,2.8,,125.58,33.73,11.85,38.31,40.37,35.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.6,Feldarbeit,2.02,3.9,118.9,32.1,10.81,34.27,36.03,31.33
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.6,Transport,0.78,0,7.46,1.82,1.15,4.29,4.99,4.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.6,,2.8,,126.36,33.92,11.96,38.56,41.02,35.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.7,Feldarbeit,2.02,3.91,118.84,32.09,10.8,34.26,36.1,31.39
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.7,Transport,0.78,0,7.45,1.82,1.14,4.29,4.98,4.33
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.7,,2.8,,126.29,33.91,11.94,38.55,41.08,35.72
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.9,Feldarbeit,2.02,3.93,118.68,32.04,10.79,34.21,36.21,31.49
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.9,Transport,0.78,0,7.43,1.82,1.14,4.27,4.97,4.32
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,4.5,5.9,,2.8,,126.11,33.86,11.93,38.48,41.18,35.81
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,6,5.6,Feldarbeit,2.02,3.9,118.9,32.1,10.81,34.27,38.25,33.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,6,5.6,Transport,0.78,0,9.06,2.19,1.4,4.79,5.07,4.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,6,5.6,,2.8,,127.96,34.29,12.21,39.06,43.32,37.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,6,5.7,Feldarbeit,2.02,3.91,118.84,32.09,10.8,34.26,38.33,33.33
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Komplex 2 Mähdrescher, 10.500 l, 275 kW; Schneidwerk, 6 m, Umladewagen, 19 m³; 120 kW",0.5,-,3,6,5.7,Transport,0.78,0,9.05,2.19,1.4,4.78,5.06,4.4
