"Zulassungsnr","product","substance","Wirkungsbereich","crop","health","reference.sum.risk.scores","formula","sum.risk.score","HL","TL","FL","PLI"
"007738-00","Innovate","Nicosulfuron","Herbizid","Maize","H315,H317",300,1,30,0.1,0.147966461020343,0.110714940421632,0.358681401441974
"00A469-61","INNOX Pro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","EUH066,H319,H335",300,1,35,0.116666666666667,0.0198965556848817,0.030306829519081,0.166870051870629
"025625-00","Input Classic","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats",NA,300,1,0,0,0.0127337956383243,0.0193963708922118,0.0321301665305361
"008930-00","Input Triple","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H317,H318,H332,H335,H351,H361d,H373",300,1,325,1.08333333333333,0.0127337956383243,0.0193963708922118,1.11546349986387
"026778-00","Input Xpro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H318,H332,H335,H361d",300,1,175,0.583333333333333,0.00795862227395268,0.0121227318076324,0.603414687414918
"006339-60","INSEKTENIL- VoraProtectULV-Profi","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,8.86844485156886,0.00664259384998076,8.87508744541884
"006408-00","INSEKTENIL-Naturpyrethrum-Spray","Pyrethrine","Insektizid",NA,"H336",300,1,30,0.1,0,0,0.1
"033141-00","INSEKTENIL-Raumnebel-fuerte","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"006423-00","INSEKTENIL-RAUMNEBEL-SPRAY","Pyrethrine","Insektizid",NA,"H336",300,1,30,0.1,0,0,0.1
"006331-60","INSEKTENIL-VORAProtect","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,36.9518535482036,0.0276774743749198,36.9795310225785
"008402-60","INSEKTENIL CROP Protect EC","Piperonylbutoxid","Insektizid",NA,"H304,H315,H318,H335,H336",300,1,130,0.433333333333333,0.0113686236679915,0.0487911444858824,0.493493101487207
"00A494-60","INSEKTENIL CROP Protect ULV","Piperonylbutoxid","Insektizid",NA,NA,300,1,0,0,0.0027060526759022,0.0116136667860762,0.0143197194619784
"00A759-00","Insure Duo","Pyraclostrobin","Fungizid","Cereals including wheat, barley, oats; forage & grain maize, triticale; Sugarbeet; Potatoes; Vegetables including brassicas, carrot; beans, vining peas; Fruit including strawberry, blackcurrants","H317",300,1,20,0.0666666666666667,0.17302933026691,0.0375005460246209,0.277196542958198
"008659-60","Intuity","Mandestrobin","Fungizid","Cereals; Oilseed rape; Fruit; Nuts; Beans","H317",300,1,20,0.0666666666666667,0.0545626058347465,0.248637102746146,0.369866375247559
"00A456-00","IRONCLAD","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0218461854448024,0.00134757477567298,0.0231937602204754
"00A096-00","IRONMAX PRO","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.0176992865003086,0.00109177467597208,0.0187910611762807
"00A432-00","ISERAN","Clomazone","Herbizid","Cotton; Vegetables including peas, potatoes, sweet potatoes, green beans, navy beans; Curcubits; Tobacco; Rice; Oilseed rape","H319,H361d,H373",300,1,155,0.516666666666667,0.012802809250816,0.0577731151184394,0.587242591035922
"006945-00","Isomate OFM rosso FLEX","pro Dispenser (Z)-8-Dodecen-1-ylacetat","Pheromon",NA,NA,300,1,0,0,0,0,0
"026978-00","Isonet LE","(Z)-9-Dodecen-1-ylacetat","Pheromon",NA,NA,300,1,0,0,0,0,0
"00A421-00","Isonet T","(E,Z,Z)-3,8,11-Tetradecatrien-1-ylacetat+(E,Z)-3,8-Tetradecadien-1-ylacetat","Pheromon",NA,"H315",300,1,10,0.0333333333333333,0,0,0.0333333333333333
"027233-00","ITCAN SL 270","Maleinsäurehydrazid","Wachstumsregler","Lawns; Amenity turf; Non-cropped areas; Fruit including citrus; Potatoes; Carrots; Onions, shallots & garlic; Tobacco; Ornamental shrubs",NA,300,1,0,0,0.0129243078616371,0.00285686277555966,0.0157811706371968
"00A197-61","Itineris Kombi","Thiencarbazone","Herbizid","Corn; Sweetcorn; Soybean; Beet; Wheat (Spring & Durum); Turf; Ornamentals","H361d,H373",300,1,140,0.466666666666667,0.00340158820067483,0.0686968630085911,0.538765117875933
"008126-00","JADEX-O-720","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.188582476639586,0.250294221985738,0.522210031958657
"007213-60","JAGUAR","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables","H302,H330,H334",300,1,160,0.533333333333333,13.0559002059298,0.368784008500012,13.9580175477631
"00A431-00","JANERO 480 SL","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.146093092129497,0.039597693080246,0.235690785209743
"060122-90","Janssen Unkrautvernichter + Rasendünger","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"00A279-60","Jessico One","Fenpicoxamid","Fungizid","Spring and winter cereals including soft wheat, durum wheat, rye and tritical; Rice; Bananas","H315,H318",300,1,80,0.266666666666667,0.631833798896444,0.00217625150823119,0.900676717071341
"008838-65","JISAPHOS","Kaliumphosphonat (Kaliumphosphit)","Fungizid","Fruit including avocados, apples, grapes; Ornamentals; Trees; Salad leaves and lettuce; Garlic and shallots; Sprouts and shoots",NA,300,1,0,0,0.0248069228968451,1.1144718859005,1.13927880879735
"026778-60","JORDI","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H318,H332,H335,H361d",300,1,175,0.583333333333333,0.00795862227395268,0.0121227318076324,0.603414687414918
"00A972-00","JOUST","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H315,H317,H319,H332,H335",300,1,70,0.233333333333333,0.0198965556848817,0.030306829519081,0.283536718537296
"00B141-60","JUNIPER MAX","Clethodim","Herbizid","Sugarbeet; Soybeans; Potatoes; Sunflowers; Alfalfa; Vegetables including beans & peas, asparagus, carrots, aubergine; Cotton; Fax; Peanuts; Fruit including melons, peaches; Herbs","EUH066,H304,H317,H319,H336",300,1,85,0.283333333333333,0.0743426584488509,0.00242692728414207,0.360102919066326
"008324-00","JURA","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn","H304,H315,H317,H318,H336",300,1,140,0.466666666666667,0.00715248103450098,0.0190984332215696,0.492917580922737
"00A952-00","Jura Max","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn","EUH066,H317,H318,H336",300,1,130,0.433333333333333,0.00715248103450098,0.0190984332215696,0.459584247589404
"00B289-00","Juzan Extra 100 SC","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H361d",300,1,70,0.233333333333333,0.00953568413363444,0.0145989114843066,0.257467928951274
"006331-00","K-Obiol EC25","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,36.9518535482036,0.0276774743749198,36.9795310225785
"006339-00","K-Obiol ULV6","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,8.86844485156886,0.00664259384998076,8.87508744541884
"008837-63","KAFOM K","Kaliumphosphonat (Kaliumphosphit)","Fungizid","Fruit including avocados, apples, grapes; Ornamentals; Trees; Salad leaves and lettuce; Garlic and shallots; Sprouts and shoots",NA,300,1,0,0,0.0248069228968451,1.1144718859005,1.13927880879735
"00A588-00","KAGURA","Nicosulfuron","Herbizid","Maize","H317,H361d",300,1,90,0.3,0.0184958076275428,0.0138393675527039,0.332335175180247
"006387-00","Kaiso Sorbie","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables","H302,H315,H319,H332",300,1,50,0.166666666666667,6.52795010296489,0.184392004250006,6.87900877388156
"00B068-00","KALAMOS","Propaquizafop","Herbizid","Sugarbeet; Oilsed rape; Soybean; Sunflower; Vegetables; Fruit; Potatoes","EUH066,H304,H319,H332",300,1,50,0.166666666666667,0.0103391071481188,0.0676416838698692,0.244647457684655
"028571-60","Kalenkoa Star","Thiencarbazone","Herbizid","Corn; Sweetcorn; Soybean; Beet; Wheat (Spring & Durum); Turf; Ornamentals","H315,H319",300,1,25,0.0833333333333333,0.00112607877886566,0.0227417532766808,0.10720116538888
"00A311-00","KAMBA 480 SL","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.146093092129497,0.039597693080246,0.235690785209743
"008288-61","KAMPEKI","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye",NA,300,1,0,0,0.146093092129497,0.039597693080246,0.185690785209743
"025855-00","Kanemite SC","Acequinocyl","Akarizid","Greenhouse crops; Ornamentals; Nursery crops; Fruits including strawberries, apples, pears, apricots, plums, grapes, citrus; Tree nuts; Pistachios","H317,H370",300,1,120,0.4,0.35810897725389,0.0305015361797285,0.788610513433619
"007958-62","Kanos","Nicosulfuron","Herbizid","Maize",NA,300,1,0,0,0.0246610768367238,0.0184524900702719,0.0431135669069957
"00A156-60","Kantaro","Maltodextrin","Insektizid","Most edible and non-edible crops including soft, top, cane and bush fruit","H319",300,1,15,0.05,0.030574850585,0.0202644774011299,0.10083932798613
"00B099-60","Kapparon","Dithianon","Fungizid","Apples; Pears; Grapes (table & wine); Blackcurrants","EUH066,H301,H317,H318,H330",300,1,250,0.833333333333333,0.268950180185173,0.0775967834352122,1.17988029695372
"008986-60","KARATE 0.4GR","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables",NA,300,1,0,0,0.522236008237191,0.0147513603400005,0.536987368577192
"005618-00","KARATE FORST flüssig","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables","H302,H317,H332,H334",300,1,95,0.316666666666667,13.0559002059298,0.368784008500012,13.7413508810965
"024675-00","Karate Zeon","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables","H302,H317,H332,H334",300,1,95,0.316666666666667,13.0559002059298,0.368784008500012,13.7413508810965
"006860-62","KARITSU","Cyazofamid","Fungizid","Potatoes; Tomatoes; Turf; Ornamentals; Curcubit vegetables",NA,300,1,0,0,0.0282386387381395,0.0345990018944084,0.0628376406325479
"024034-62","KAROLUS WR","Ethephon","Wachstumsregler","Cereals; Fruit including pineapples, bush fruit; Coffee; Ornamentals; Tobacco; Rubber",NA,300,1,0,0,0.0918460719480136,0.0744892028771614,0.166335274825175
"006911-00","Katamaran Plus","Metazachlor","Herbizid","Winter and spring OSR; Brussel spouts; Maize; Peanuts; Sugarcane; Cotton; Tobacco; White cedar; Rhododendron; Pivet; Lilac Alder; Grey willow; Spruce",NA,300,1,0,0,0.166368541111225,0.0241598440242974,0.190528385135523
"034837-60","Katana","Flazasulfuron","Herbizid","Turf; Citrus; Grapes; Olives; Sugarcane; Non-cropped areas",NA,300,1,0,0,6.8755168541659,0.0833725602904089,6.95888941445631
"008527-00","KATOUN GOLD","Pelargonsäure","Herbizid","Fruit","H319",300,1,15,0.05,0.0541108099089306,0.029958496341102,0.134069306250033
"006306-00","Kayak","Cyprodinil","Fungizid","Fruit including grapes, apples, pears, plums, strawberries; Almonds; Ornamentals; Cereals",NA,300,1,0,0,0.152338549490396,0.215605486473668,0.367944035964064
"00A979-00","Kelsos","Fluazinam","Fungizid","Peanuts; Potatoes; Grape vines; Fruit including citrus and apples; Crucifers","H317,H361d",300,1,90,0.3,1.02278565001661,0.704778126664918,2.02756377668153
"034409-64","KELVIN ULTRA","Nicosulfuron","Herbizid","Maize",NA,300,1,0,0,0.0246610768367238,0.0184524900702719,0.0431135669069957
"00A504-60","KENDO CLASSIC","Prosulfocarb","Herbizid","Cereals including winter wheat and winter barley; Potatoes","H304,H315,H317,H319",300,1,55,0.183333333333333,0.145926675485826,0.357433468004176,0.686693476823335
"00A810-60","Kendo Classic XL","Prosulfocarb","Herbizid","Cereals including winter wheat and winter barley; Potatoes","H304,H315,H317,H319",300,1,55,0.183333333333333,0.145926675485826,0.357433468004176,0.686693476823335
"008663-00","Kenja","Isofetamid","Fungizid","Grapes; Salad crops including head and leaf lettuce, cucumber; Rapeseed; Almonds; Kidney beans; Low growing berry crops; Turf",NA,300,1,0,0,0.0350854446038336,0.157817841921836,0.19290328652567
"006220-00","Kerb FLO","Propyzamid","Herbizid","Alfalfa; OSR; Beans; Root crops; Fruit including apples, blackberry, boysenberry, blueberry, cherry, peach, pear, plum, prunes, grapes and others; Artichoke; Clover; Endive and various head lettuce; Ornamentals; Non-cropped and utility sites","H351",300,1,70,0.233333333333333,0.0459849184587008,0.175801248865685,0.455119500657719
"060122-68","KEYZERS UNKRAUT-EX","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"008309-00","Kezuro","Metamitron","Herbizid","Sugarbeet; Fodder beet; Mangels; Red beet; Pome fruit",NA,300,1,0,0,0.0513491278700257,0.192839084008287,0.244188211878312
"008337-00","Kideka","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H317,H318",300,1,90,0.3,0.00953568413363444,0.0145989114843066,0.324134595617941
"008450-00","KINVARA","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations","H302,H319",300,1,25,0.0833333333333333,0.0028682046954326,0.00680844551588132,0.0930099835446472
"024138-00","Kiron","Fenpyroximat","Akarizid","Fruit including citrus, apples, pears, peaches, grapes, strawberries, currants; Tree nuts; Ornamentals; Sugarbeet","H317,H319,H332",300,1,50,0.166666666666667,0.573927069282664,0.0895694894808395,0.830163225430171
"006914-65","KlettWeg","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","EUH066,H304,H319,H336",300,1,65,0.216666666666667,0.0296902671275654,0.0229007900679264,0.269257723862158
"005686-60","Klick&GO Schädlingsfrei Careo Konzentrat","Acetamiprid","Insektizid","Leafy Vegetables; Fruiting Vegetables; Fruit including citrus, apples, pears, grapes; Cotton; Ornamental Plants and Flowers",NA,300,1,0,0,0.00822605233582419,7.62955252787315e-05,0.00830234786110292
"060122-73","Kölle's Bester Rasen Dünger mit Unkrautvernichter","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"034496-62","Kölle Schneckenkorn","Eisen-III-phosphat","Molluskizid","Food and non-food crops",NA,300,1,0,0,0.00724061720467171,0.000446635094715852,0.00768725229938756
"005603-60","KOROMITE","Milbemectin","Akarizid",NA,"EUH066,H304,H335,H336",300,1,60,0.2,0,0,0.2
"028938-00","Korvetto","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations","EUH066,H319,H335",300,1,35,0.116666666666667,0.0122923058375683,0.0291790522109199,0.158138024715155
"008662-60","Kryor","Isofetamid","Fungizid","Grapes; Salad crops including head and leaf lettuce, cucumber; Rapeseed; Almonds; Kidney beans; Low growing berry crops; Turf",NA,300,1,0,0,0.0350854446038336,0.157817841921836,0.19290328652567
"008407-00","Kudos","Prohexadion","Wachstumsregler","Cereals including barley, oats and wheat; Turf; Apples; Pears; Peanuts",NA,300,1,0,0,0.00477832414059015,0.00540850773767911,0.0101868318782693
"007547-00","Kumar","Kaliumhydrogencarbonat","Fungizid","Fruit including grapes, strawberries; apples; Vegetables; Aubergine; Tomatoes; Hemp",NA,300,1,0,0,0.0603000857461842,0.0100773371757627,0.0703774229219469
"052273-00","Kumulus WG","Schwefel","Akarizid, Fungizid","Fruit including apples, pears, gooseberries, grapes, peaches, strawberries, melons; Cereals; Hops; Beans; Carrots; Lucerne; Tomatoes; Peanuts; Ornamentals including roses","EUH066",300,1,10,0.0333333333333333,0.246014789108694,0.169493549255076,0.448841671697104
"007480-00","KUSABI","Pyriofenone","Fungizid","Wheat; Barley; Grape vines; Curcubits","H351",300,1,70,0.233333333333333,0.0244806946130755,0.188012081994164,0.445826109940573
"008146-00","Kusabi Max","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H319,H351,H361d",300,1,155,0.516666666666667,0.0350779776207477,0.14437776313589,0.696122407423305
"024675-60","KUSTI","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables","H302,H317,H332,H334",300,1,95,0.316666666666667,13.0559002059298,0.368784008500012,13.7413508810965
"007200-00","Kyleo","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H317,H319,H332",300,1,50,0.166666666666667,0.0327790484367713,0.208725817658543,0.408171532761981
"00A974-00","La Paz","Folpet","Fungizid","Fruits including apples, cherry, berries, wine grapes; Ornamentals including roses; Vegetables; Tomatoes; Cereals","H351",300,1,70,0.233333333333333,0.455899978038745,0.0453621302788853,0.734595441650964
"00A767-00","LaDiva","Picloram","Herbizid","OSR; Non-cropped areas; Rangeland","H315,H318,H335",300,1,90,0.3,0.0238487661704675,0.103689940627247,0.427538706797715
"00A606-62","LAGERLAND Challenger","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations","H304,H315,H319,H332",300,1,50,0.166666666666667,0.00819487055837886,0.0194527014739466,0.194314238698992
"00A398-61","LAGERLAND Prevent","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","EUH066,H319,H335",300,1,35,0.116666666666667,0.0198965556848817,0.030306829519081,0.166870051870629
"008484-61","LAGERLAND Vita Go 31","Trinexapac","Wachstumsregler","Cereals including wheat, barley, oats, rye; Oilseed rape; Amenity turf and grass","H335,H373",300,1,80,0.266666666666667,0.0251801520905573,0.0185013764602922,0.310348195217516
"008288-62","LAGERLAND Winde 13","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye",NA,300,1,0,0,0.146093092129497,0.039597693080246,0.185690785209743
"00B003-61","Laiba Top","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"00A596-00","LAITANE","Pyrimethanil","Fungizid","Almonds; Pistachios; Fruit including grapes, stone fruits (except cherries), pome fruits, strawberries; Potatoes and other tuberous and corm vegetables; Tomatoes; Ornamentals; Lettuce",NA,300,1,0,0,0.0465295938326404,0.210733065088267,0.257262658920908
"060122-89","Landfuxx Premium Q7 Rasendünger mit Unkrautvernichter","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"026923-61","Landmaster Supreme 480 TF","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0281243316289255,0.0636541071560753,0.0917784387850008
"024264-00","LANDOR CT","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats","H317,H351",300,1,90,0.3,0.00545296935682509,0.0463258928530632,0.351778862209888
"008047-72","Landscaper Pro Moss Control + Fertiliser","Eisen-II-sulfat","Herbizid","Sports and amenity turf","H319",300,1,15,0.05,0.00966901076188646,0.00038165011625679,0.0600506608781433
"060122-62","Landscaper Pro Weed Control","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"00A853-00","Largo","Gibberellinsäure","Wachstumsregler",NA,NA,300,1,0,0,0,0,0
"00A897-00","Latifam","Silthiofam","Fungizid","Cereals including winter wheat, barley, triticale","H373",300,1,70,0.233333333333333,0.0718523933113989,0.107049028403637,0.412234755048369
"00A449-00","Latifam Extra","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats","H373",300,1,70,0.233333333333333,0.00545296935682509,0.0463258928530632,0.285112195543222
"044862-00","Latitude","Silthiofam","Fungizid","Cereals including winter wheat, barley, triticale","H317,H373",300,1,90,0.3,0.0718523933113989,0.107049028403637,0.478901421715036
"027795-00","Latitude XL","Silthiofam","Fungizid","Cereals including winter wheat, barley, triticale","H317,H373",300,1,90,0.3,0.0718523933113989,0.107049028403637,0.478901421715036
"026255-00","Laudis","Tembotrione","Herbizid","Maize; Sweetcorn","H317,H361d",300,1,90,0.3,0.012085083777583,0.00467503560202375,0.316760119379607
"007463-00","Laudis WG","Isoxadifen","Herbizid",NA,"H361d,H373",300,1,140,0.466666666666667,0,0,0.466666666666667
"027207-60","LBG-01F34","Kaliumphosphonat (Kaliumphosphit)","Fungizid","Fruit including avocados, apples, grapes; Ornamentals; Trees; Salad leaves and lettuce; Garlic and shallots; Sprouts and shoots",NA,300,1,0,0,0.0257978330401075,1.15898935792683,1.18478719096694
"006345-00","Leander","Fenpropidin","Fungizid","Cereals including wheat and barley","H302,H311,H318,H332,H335",300,1,175,0.583333333333333,0.12423713923458,0.54397702287272,1.25154749544063
"008745-00","LEGADO","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"026282-00","Leimay","Amisulbrom","Fungizid","Potatoes; Tomatoes; Grapes; Curcubits; Bell peppers","H319,H351",300,1,85,0.283333333333333,0.0905679731451322,0.221193806298794,0.595095112777259
"00A123-00","Lenox","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","H304,H315,H319,H336",300,1,65,0.216666666666667,0.0329891856972948,0.025445322297696,0.275101174661658
"033231-00","Lentagran WP","Pyridat","Herbizid","Cereals; Brassicas including cauliflowers, kohlrabi, broccoli, Brussels; Alliums including onions, shallots, chives, leek; Fodder beet; Lupins; Rape",NA,300,1,0,0,0.0677960191198876,0.0325439903936221,0.10034000951351
"043753-00","Lentipur 700","Chlortoluron","Herbizid",NA,NA,300,1,0,0,0,0,0
"00A391-00","Leopard","Quizalofop-P-ethyl","Herbizid","Sugarbeet; Fodder beet; Winter and spring OSR; Potatoes; Combining peas; Field beans; Other pulses; Linseed; Sunflowers","H304,H315,H319,H336",300,1,65,0.216666666666667,0.00788250878875745,0.0100627449457311,0.234611920401155
"00A152-00","Libeccio","Clomazone","Herbizid","Cotton; Vegetables including peas, potatoes, sweet potatoes, green beans, navy beans; Curcubits; Tobacco; Rice; Oilseed rape",NA,300,1,0,0,0.0576126416286721,0.259979018032977,0.317591659661649
"007969-00","Librax","Fluxapyroxad","Fungizid, Wachstumsregler","Cereals; Legumes; Oilseeds including OSR, sunflowers; Top and stone fruit; Tuber and root vegetables; Peanuts; Tomato","H317,H319,H332,H351,H361d",300,1,190,0.633333333333333,0.00603659115102301,0.102957822796505,0.742327747280861
"007213-61","LIFE SCIENTIFIC LAMBDA-CYHALOTHRIN","lambda-Cyhalothrin","Insektizid","Cotton; Cereals; Potatoes; Hops; Vegetables","H302,H330,H334",300,1,160,0.533333333333333,13.0559002059298,0.368784008500012,13.9580175477631
"008404-00","LIMA ORO 3","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes","H361f",300,1,70,0.233333333333333,0.0103767559394996,0.0014754537487446,0.245185543021578
"008471-00","Lima Oro 5","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes","H361f",300,1,70,0.233333333333333,0.0172945932324993,0.002459089581241,0.253087016147074
"025323-69","LimaDisque","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes","H361f",300,1,70,0.233333333333333,0.0103767559394996,0.0014754537487446,0.245185543021578
"034028-66","Limane","Tebuconazol","Fungizid, Wachstumsregler","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H302,H318,H332,H335,H361d",300,1,175,0.583333333333333,0.0365395600216121,0.150393503266552,0.770266396621498
"025662-64","Limane Pro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H315,H319,H335,H361d",300,1,105,0.35,0.00994827784244084,0.0151534147595405,0.375101692601981
"008022-00","LIMARES TECHNO","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes","H361f",300,1,70,0.233333333333333,0.0172945932324993,0.002459089581241,0.253087016147074
"00A921-00","Limocide","Orangenöl","Akarizid, Fungizid, Insektizid","Animals; Humans","H319,H332",300,1,30,0.1,0.0024703472489106,0.00723529411764706,0.109705641366558
"025090-64","LINCANO","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"006860-63","LIVARTI","Cyazofamid","Fungizid","Potatoes; Tomatoes; Turf; Ornamentals; Curcubit vegetables",NA,300,1,0,0,0.0282386387381395,0.0345990018944084,0.0628376406325479
"024436-69","Lizetan AZ Schädlingsfrei","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-70","Lizetan AZ Schädlingsfrei Gießmittel","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-93","Lizetan AZ Trauermückenfrei","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
